FY,Received From,Value,Party (specific),Party Group,Receipt type,Category,Subcategory,AEC
2022,JERVIS HOLDINGS PTY LTD,"100,000",Liberals (NSW),Liberal/Nationals,Donation Received,Consultancies and Law Firms,Consulting,🔗
2022,Liberal Party (Fed),"100,000",Liberals (NSW),Liberal/Nationals,Donation Received,Intra-Political Party,,🔗
2022,Servcorp Administration Pty Ltd,"100,000",Liberals (NSW),Liberal/Nationals,Donation Received,Developers and Property Industry,Developers/Property,🔗
2022,THE TRUSTEE FOR THE SOVORI TRUST,"100,000",Liberals (NSW),Liberal/Nationals,Donation Received,Developers and Property Industry,Developers/Property,🔗
2022,Tamboran Resources,"100,000",Nationals (Fed),Liberal/Nationals,Donation Received,Energy and Resource Companies,Fossil Fuel Industry > Gas and CSG,🔗
2022,Pilliwinks Pty Ltd as Trustee National Party Foundation,"100,000",Nationals (VIC),Liberal/Nationals,Other Receipt,Political Fundraising Bodies,Associated Entities,🔗
2022,Pilliwinks Pty Ltd as Trustee National Party Foundation,"100,000",Nationals (VIC),Liberal/Nationals,Other Receipt,Political Fundraising Bodies,Associated Entities,🔗
2022,Barbara Ann Pocock,"100,000",Greens (SA),Greens,Other Receipt,Political Fundraising Bodies,,🔗
2022,Jeremy Carter,"100,000",Greens (SA),Greens,Other Receipt,Individual,,🔗
2022,Jeremy Carter,"100,000",Greens (SA),Greens,Other Receipt,Individual,,🔗
2022,Jeremy Carter,"100,000",Greens (SA),Greens,Other Receipt,Individual,,🔗
2022,1973 Foundation Pty Ltd,"100,000",Labor (ACT),Labor,Other Receipt,Political Fundraising Bodies,Associated Entities,🔗
2022,Australian Workers Union (National Office),"100,000",Labor (Fed),Labor,Donation Received,Union,,🔗
2022,Precision Group,"100,000",Labor (Fed),Labor,Donation Received,Developers and Property Industry,Developers/Property,🔗
2022,Labor (QLD),"100,000",Labor (Fed),Labor,Donation Received,Intra-Political Party,,🔗
2022,ALP Holdings Pty Ltd as Trustee of the ALP Investment Trust,"100,000",Labor (SA),Labor,Donation Received,Political Fundraising Bodies,Associated Entities,🔗
2022,Australian Services Union (QLD Services Branch),"96,939",Labor (QLD),Labor,Other Receipt,Union,,🔗
2022,Health Workers Union (HWU),"96,253",Labor (VIC),Labor,Other Receipt,Union,,🔗
2022,Greens (Fed),"95,306",Greens (NSW),Greens,Other Receipt,Intra-Political Party,,🔗
2022,Shop Distributive & Allied Employees' Association of Western Australia,"95,000",Labor (WA),Labor,Donation Received,Union,,🔗
2022,AENM Holdings Pty Ltd C/ Accounting and Tax P/L,"95,000",Liberal Party (Fed),Liberal/Nationals,Donation Received,Uncategorised Company,,🔗
2022,"Construction, Forestry, Maritime, Mining and Energy Union","94,000",Labor (Fed),Labor,Donation Received,Union,,🔗
2022,Electoral Commission of Queensland,"91,772",KAP (Katter),,Other Receipt,Government,,🔗
2022,Victorian Electoral Commission,"91,311",Nationals (VIC),Liberal/Nationals,Other Receipt,Government,,🔗
2022,Communications Electrical Electronic Energy Information Postal Plumbing and Allied Services Union of Australia Electrical Division Queensland & Northern Territory Divisional Branch,"90,233",Labor (QLD),Labor,Other Receipt,Union,,🔗
2022,Murray Haseler,"90,200",Greens (Fed),Greens,Donation Received,Individual,,🔗
2022,Labor (VIC),"90,000",Labor (Fed),Labor,Donation Received,Intra-Political Party,,🔗
2022,Nationals (Fed),"90,000",LNP QLD,Liberal/Nationals,Donation Received,Intra-Political Party,,🔗
2022,Gowing Bros. Ltd,"90,000",Nationals (NSW),Liberal/Nationals,Donation Received,Services & Retail Sector,Retail & Service,🔗
2022,HEATHERBRAE INVESTMENT HOLDINGS PTY LTD,"88,000",Nationals (Fed),Liberal/Nationals,Donation Received,Developers and Property Industry,Developers/Property,🔗
2022,Nationals (Fed),"85,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Intra-Political Party,,🔗
2022,Payce Properties Pty Ltd,"85,000",Liberals (NSW),Liberal/Nationals,Donation Received,Developers and Property Industry,Developers/Property,🔗
2022,Nationals (Fed),"85,000",Nationals (NSW),Liberal/Nationals,Donation Received,Intra-Political Party,,🔗
2022,Payce Properties Pty Ltd,"85,000",Labor (NSW),Labor,Donation Received,Developers and Property Industry,Developers/Property,🔗
2022,Electrical Trades Union of Australia NSW Branch,"84,815",Labor (NSW),Labor,Donation Received,Union,,🔗
2022,The Australian Workers' Union Victorian Branch,"83,810",Labor (VIC),Labor,Other Receipt,Union,,🔗
2022,"Construction, Forestry, Maritime, Mining and Energy Union","83,214",Labor (NSW),Labor,Donation Received,Union,,🔗
2022,CMAX Advisory,"82,500",Labor (Fed),Labor,Other Receipt,Lobbying Firms,,🔗
2022,GFG Alliance,"82,500",Labor (Fed),Labor,Other Receipt,Energy and Resource Companies,Other Energy and Resource Companies,🔗
2022,Minerals Council of Australia,"82,500",Labor (Fed),Labor,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Coal - Oil - Gas,🔗
2022,PWC PriceWaterhouseCoopers,"82,500",Labor (Fed),Labor,Other Receipt,Consultancies and Law Firms,Accounting/Advisory,🔗
2022,The Star Entertainment Group,"82,500",Labor (Fed),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Gambling Industry,🔗
2022,Nationals (NSW),"81,392",Nationals (Fed),Liberal/Nationals,Other Receipt,Intra-Political Party,,🔗
2022,Australian Taxation Office,"80,752",Liberals (TAS),Liberal/Nationals,Other Receipt,Government,,🔗
2022,Nationals (Fed),"80,000",Nationals (NSW),Liberal/Nationals,Donation Received,Intra-Political Party,,🔗
2022,Nationals (Fed),"80,000",Nationals (VIC),Liberal/Nationals,Other Receipt,Intra-Political Party,,🔗
2022,Greens (Fed),"80,000",Greens (QLD),Greens,Donation Received,Intra-Political Party,,🔗
2022,Greens (Fed),"80,000",Greens (WA),Greens,Donation Received,Intra-Political Party,,🔗
2022,HERRINGBONE ASSET MANAGEMENT,"80,000",Labor (NSW),Labor,Donation Received,Banking and Finance Industry,,🔗
2022,"Shop, Distributive & Allied Employees' Association - National","80,000",Labor (NSW),Labor,Donation Received,Union,,🔗
2022,"Shop, Distributive & Allied Employees' Association - National","80,000",Labor (NSW),Labor,Donation Received,Union,,🔗
2022,"Shop, Distributive & Allied Employees' Association - National","80,000",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Liberal Democrats,"80,000",Liberal Democrats (NSW),Lib Democrats,Other Receipt,Intra-Political Party,,🔗
2022,Australian Taxation Office,"79,930",Liberals (NSW),Liberal/Nationals,Other Receipt,Government,,🔗
2022,Automotive Food Metals Engineering Printing & Kindred Ind. Union,"79,715",Labor (QLD),Labor,Other Receipt,Union,,🔗
2022,CEPU Plumbing Division Victoria,"79,332",Labor (VIC),Labor,Other Receipt,Union,,🔗
2022,Transport Workers Union of Australia (VIC/TAS Bran,"75,920",Labor (VIC),Labor,Other Receipt,Union,,🔗
2022,Broker - Share Sale on Market - Canaccord Genuity,"75,697",The Liberal Party of Western Australia Pty Ltd,,Other Receipt,Banking and Finance Industry,,🔗
2022,Australian Services Union (NSW & ACT Greater Branc,"75,306",Labor (NSW),Labor,Donation Received,Union,,🔗
2022,Perth Trades Hall Inc,"75,000",Labor (WA),Labor,Donation Received,Union,,🔗
2022,SILVER RIVER INVESTMENT HOLDINGS PTY LTD ATF THE FENWICK FAMILY TRUST,"75,000",Liberal Democrats,Lib Democrats,Donation Received,Banking and Finance Industry,,🔗
2022,Liberal Party (Fed),"75,000",Liberals (NSW),Liberal/Nationals,Donation Received,Intra-Political Party,,🔗
2022,Shop Assist's & W/House Employees' Fed of Aust-N'c,"74,486",Labor (NSW),Labor,Donation Received,Union,,🔗
2022,Woolridge Associates,"74,000",Liberals (VIC),Liberal/Nationals,Donation Received,Consultancies and Law Firms,Consulting,🔗
2022,Stonehill Nominees Pty Ltd,"73,506",WA Party,,Donation Received,Services & Retail Sector,Retail & Service,🔗
2022,Electoral Commission of Queensland,"72,142",Labor (QLD),Labor,Other Receipt,Government,,🔗
2022,Victorian Electoral Commission,"71,828",Democratic Labor (VIC),Democratic Labor,Other Receipt,Government,,🔗
2022,Australian Hotels Association (NSW),"71,500",Labor (Fed),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Hotels/Clubs,🔗
2022,AENM Holdings Pty Ltd C/ Accounting and Tax P/L,"70,000",Labor (NSW),Labor,Donation Received,Uncategorised Company,,🔗
2022,Keep Them Honest,"70,000",Labor (NSW),Labor,Donation Received,Uncategorised Company,,🔗
2022,CFMEU Construction & General Division Vic Branch,"70,000",Labor (VIC),Labor,Donation Received,Union,,🔗
2022,"Shop, Distributive & Allied Employees' Association - National","70,000",Labor (WA),Labor,Donation Received,Union,,🔗
2022,Liberals (WA),"70,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Intra-Political Party,,🔗
2022,Chisholm 200 Club,"70,000",Liberals (VIC),Liberal/Nationals,Donation Received,Political Fundraising Bodies,,🔗
2022,NSW Electoral Commission,"68,991",Nationals (NSW),Liberal/Nationals,Other Receipt,Government,,🔗
2022,Mr Duncan Turpie,"68,555",Greens (QLD),Greens,Donation Received,Individual,,🔗
2022,Shop Distributive & Allied Employees' Association of Western Australia,"67,177",Labor (WA),Labor,Other Receipt,Union,,🔗
2022,ECSA,"66,908",Liberals (SA),Liberal/Nationals,Other Receipt,Government,,🔗
2022,Australian Taxation Office,"66,131",Labor (TAS),Labor,Other Receipt,Government,,🔗
2022,ECSA,"66,109",Liberals (SA),Liberal/Nationals,Other Receipt,Government,,🔗
2022,Australian Taxation Office,"66,007",Liberal Democrats,Lib Democrats,Other Receipt,Government,,🔗
2022,Clubs NSW,"66,000",Labor (Fed),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Hotels/Clubs,🔗
2022,Roche Products Pty Ltd,"66,000",Labor (Fed),Labor,Other Receipt,Pharma & Private Health Industry,Pharmaceutical Corporations,🔗
2022,United Workers Union,"65,678",Labor (VIC),Labor,Donation Received,Union,,🔗
2022,Liberal Party (Fed),"65,384",Liberals (NSW),Liberal/Nationals,Other Receipt,Intra-Political Party,,🔗
2022,"Construction, Forestry, Maritime, Mining and Energy Union","65,000",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Broker - Share Sale on Market - Canaccord Genuity,"64,334",The Liberal Party of Western Australia Pty Ltd,,Other Receipt,Banking and Finance Industry,,🔗
2022,Health Services Union,"63,479",Labor (VIC),Labor,Other Receipt,Union,,🔗
2022,Panthers,"62,825",Nationals (NSW),Liberal/Nationals,Other Receipt,Gambling - Tobacco - Alcohol,Hotels/Clubs,🔗
2022,ASU WA Branch,"62,388",Labor (WA),Labor,Donation Received,Union,,🔗
2022,LNP QLD,"62,370",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Intra-Political Party,,🔗
2022,Shop Distributive & Allied Employees' Association of Western Australia,"62,102",Labor (WA),Labor,Other Receipt,Union,,🔗
2022,United Workers Union,"62,071",Labor (WA),Labor,Donation Received,Union,,🔗
2022,Australian Hotels Association (SA Branch),"61,510",Liberals (SA),Liberal/Nationals,Other Receipt,Gambling - Tobacco - Alcohol,Hotels/Clubs,🔗
2022,Australian Taxation Office,"61,025",Liberals (NSW),Liberal/Nationals,Other Receipt,Government,,🔗
2022,Asahi Beverages - Oceania,"60,500",Labor (Fed),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Alcohol,🔗
2022,Lion Nathan Australia Pty Ltd,"60,500",Labor (Fed),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Alcohol,🔗
2022,National Australia Bank,"60,500",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Milnar Pty Ltd,"60,000",Labor (Fed),Labor,Donation Received,Manufacturing and Heavy Industry,,🔗
2022,Ashok and Mariam Jacob,"60,000",Labor (NSW),Labor,Donation Received,Individual,,🔗
2022,Deloitte Touche Tohmatsu,"60,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Consultancies and Law Firms,Accounting/Advisory,🔗
2022,Primary Health Care Limited,"60,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Pharma & Private Health Industry,Private Healthcare Providers,🔗
2022,Lion Nathan Australia Pty Ltd,"60,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Gambling - Tobacco - Alcohol,Alcohol,🔗
2022,Macquarie Group Limited,"60,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Banking and Finance Industry,,🔗
2022,Medicines Australia,"60,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Pharma & Private Health Industry,Pharmaceutical Corporations,🔗
2022,National Australia Bank,"60,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Banking and Finance Industry,,🔗
2022,Sportsbet,"60,000",Liberal Party (Fed),Liberal/Nationals,Donation Received,Gambling - Tobacco - Alcohol,Gambling Industry,🔗
2022,Tata Consultancy Services,"60,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Consultancies and Law Firms,Consulting,🔗
2022,National Policy Forum,"60,000",Nationals (Fed),Liberal/Nationals,Donation Received,Political Fundraising Bodies,,🔗
2022,Labor (Fed),"60,000",Labor (VIC),Labor,Donation Received,Intra-Political Party,,🔗
2022,"Construction, Forestry, Maritime, Mining & Energy Union (CFMMEU) Manufacturing Division","60,000",Labor (VIC),Labor,Donation Received,Union,,🔗
2022,CEPU Engineering & Electrical Division WA Branch,"60,000",Labor (WA),Labor,Donation Received,Union,,🔗
2022,"Communications, Electrical and Plumbing Union - Electrical, Energy and Services Division","60,000",Labor (WA),Labor,Donation Received,Union,,🔗
2022,Asahi Beverages - Oceania,"60,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Gambling - Tobacco - Alcohol,Alcohol,🔗
2022,Bluescope Steel,"60,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Manufacturing and Heavy Industry,,🔗
2022,Mr Wallace S Cameron,"60,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Individual,,🔗
2022,Commonwealth Bank of Australia,"60,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Banking and Finance Industry,,🔗
2022,Voltex Electrical Pty Ltd - Mr Rod Tunley,"59,999",Liberal Party (Fed),Liberal/Nationals,Donation Received,Services & Retail Sector,Wholesale/Import,🔗
2022,ACT Electoral Commission,"59,969",Labor (ACT),Labor,Other Receipt,Government,,🔗
2022,Clubs NSW,"58,336",Labor (Fed),Labor,Donation Received,Gambling - Tobacco - Alcohol,Hotels/Clubs,🔗
2022,ACT Electoral Commission,"58,216",Labor (ACT),Labor,Other Receipt,Government,,🔗
2022,ACT Electoral Commission,"58,216",Labor (ACT),Labor,Other Receipt,Government,,🔗
2022,ACT Electoral Commission,"58,216",Labor (ACT),Labor,Other Receipt,Government,,🔗
2022,Liberal Democrats (Vic),"58,000",Liberal Democrats,Lib Democrats,Other Receipt,Intra-Political Party,,🔗
2022,Raytheon Australia Pty Ltd,"57,500",Liberals (SA),Liberal/Nationals,Other Receipt,Defence & Weapons Industry,Defence Industry,🔗
2022,State Revenue Office,"56,970",Liberals (VIC),Liberal/Nationals,Other Receipt,Government,,🔗
2022,Finance Sector Union of Australia (NSW),"55,187",Labor (NSW),Labor,Donation Received,Union,,🔗
2022,Australian Hotels Association - Federal Office,"55,000",Labor (Fed),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Hotels/Clubs,🔗
2022,Australian Hotels Association (NSW),"55,000",Labor (Fed),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Hotels/Clubs,🔗
2022,Bluescope Steel,"55,000",Labor (Fed),Labor,Other Receipt,Manufacturing and Heavy Industry,,🔗
2022,Camufarre Investments Pty Ltd,"55,000",Labor (Fed),Labor,Other Receipt,Uncategorised Company,,🔗
2022,Commonwealth Bank of Australia,"55,000",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Mike Fitzpatrick,"55,000",Labor (Fed),Labor,Other Receipt,Individual,,🔗
2022,Mineral Resources,"55,000",Labor (Fed),Labor,Other Receipt,Energy and Resource Companies,Other Energy and Resource Companies,🔗
2022,Mitchell Family Office Pty Ltd,"55,000",Labor (Fed),Labor,Other Receipt,Media and Communications,Advertising/Agencies,🔗
2022,NIB Health Funds Limited,"55,000",Labor (Fed),Labor,Other Receipt,Pharma & Private Health Industry,Private Healthcare Providers,🔗
2022,Private Healthcare Australia Limited,"55,000",Labor (Fed),Labor,Other Receipt,Pharma & Private Health Industry,Private Healthcare Providers,🔗
2022,Santos Limited,"55,000",Labor (Fed),Labor,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,Tata Consultancy Services,"55,000",Labor (Fed),Labor,Other Receipt,Consultancies and Law Firms,Consulting,🔗
2022,Uber Australia Pty Ltd,"55,000",Labor (Fed),Labor,Other Receipt,Services & Retail Sector,Transportation,🔗
2022,Shop Distributive & Allied Employees' Association of Western Australia,"55,000",Labor (NSW),Labor,Donation Received,Union,,🔗
2022,Australian Rail Tram & Bus Industry Union,"55,000",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,CEPU Plumbing Division Queensland Branch,"55,000",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Philip Morris Limited,"55,000",Liberal Democrats,Lib Democrats,Donation Received,Gambling - Tobacco - Alcohol,Tobacco,🔗
2022,Mr Charles Taylor,"55,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Individual,,🔗
2022,Voltex Electrical Pty Ltd - Mr Rod Tunley,"55,000",Liberal Party (Fed),Liberal/Nationals,Donation Received,Services & Retail Sector,Wholesale/Import,🔗
2022,Nationals (Fed),"55,000",Nationals (VIC),Liberal/Nationals,Other Receipt,Intra-Political Party,,🔗
